property_name,property_address,latitude,longitude,OpenStreetMap_address,property_price,property_description,tipe_property,certificate,dilengkapi_perabotan,kondisi_properti,jalur_telepon,jumlah_lantai,daya_listrik,tanggal_tayang,luas_bangunan,luas_tanah,kamar_tidur,kamar_mandi,garasi_mobil
"Rumah murah di puspitek@serpong Kpr 30/60 Dp 5 JT free bphtb &amp; ajb samping bukit dago Tangerang, Serpong, Tangerang Selatan","Serpong, Tangerang Selatan ",-6.3131287,106.68073925095902,"Serpong, Tangerang Selatan, Banten, Indonesia",Rp. 537.000.000,"Di Jual Rumah di serpong@puspitek. Tersedia rumah 1 lantai dan 2 lantai. Hunian asri keluarga millenials.

Informasi survey : 085692834629(WA)

Lokasi strategis, bebas banjir, keamanan 24, one gate systim, playground children, taman bermain anak2, sport club, kolam renang dewasa dan anak anak.

Unit rumah terbatas banyak peminat nya, jangan sampai kehabisan dan harga nya naik lagi ya.

Akses transportasi :
- future MRT puspitek
- Stasiun rawabuntu
- Toll jorr bsd
- Stasiun serpong

Akses pendidikan :
- Sekolahan negri dan swasta dekat
- Kampus unpam
- Kampus ITI puspitek
- al adzhar

Akses hiburan :
- Pamulang square
- Giant pamulang
- Mall teras kota
- Mall Aeon bsd

Akses kesehatan :
- Puskesmas
- Apotik
- Klinik 24 jam
- Rs Hermina
- Rs vitalaya
- Rs Buah hati

Lokasi dari serpong lurus arah ke puspitek, ada perempatan Victor ke kanan arah kampus ITI puspitek, lurus ada perempatan muncul ke kiri, ikutin jalan ada spanduk perumahan jade park serpong 2.

Promo free:
Bphtb
Ajb
Bn sertifikat 

Ayo survey",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,1,1,1300,06 Jan 2021, 30 m², 61 m²,2,1,1
"RUMAH SIAP HUNI DEKAT TOLL SERPONG, BSD Regency Mas, Tangerang","BSD Regency Mas, Tangerang ",,,,Rp. 1.500.000.000,"kondisi terawat siap huni 
Good investment 
5menit Toll kunciran Serpong 
5 menit halte Transjakarta 
10 menit st Rawabuntu 
Lingkungan Amann 
fasilitas umum lengkap",Rumah,SHM - Sertifikat Hak Milik,Semi Furnished,Bagus,1,2,3300,14 Oct 2020, 118 m², 149 m²,3,2,1
"Rumah Tahap 3 Lokasi Strategis pamulang ciater, Kademangan, Tangerang","Kademangan, Tangerang ",-6.3338104,106.6682338,"Kademangan, Tangerang Selatan, Banten, 15313, Indonesia",Rp. 550.000.000,"RUMAH OMNIA HILL'S TANGSEL
Tahap 3

Rumah Murah lokasi strategis dekat pendidikan,kesehatan,transportasi umum dan pembelanjaan

Akses Strategis
3 menit rencana St MRT Babakan
3 menit Kantor Walikota Tangsel dan Superindo
5 menit RS Permata pamulang
5 menit RSIA Buah Hati
5 menit sekolah Islam Al Zahra
10 menit Lotte Mart 
10 menit Blitz Megaplex
10 menit Tol BSD Ciater
15 menit Tol Serpong/BSD
15 menit Stasiun Rawabuntu
20 menit Stasiun Sudimara

Type Rumah OMNIA HILL'S Tangsel
Luas tanah 60
Luas bangunan 50
Kamar Tidur 3
Kamar Mandi 2
1 Carport
1 Toren
1 Ac 1/2 Pk
Balkon
bagian dalam bisa di rubah(Costum)

Harga Rp 610 Juta Type 60/50 2 Lantai Nego

#pamulang #ciater #serpong #bsd #rawabuntu #pondokaren #ciputat #sudimara #bintaro #kademangan #masputing #nevelium #omniahills",Rumah,SHM - Sertifikat Hak Milik,,Bagus,,2,1300,29 Dec 2020, 50 m², 60 m²,3,2,
"Rumah Second Dengan Tanah Luas Di Pamulang Lokasi Strategis, Ciputat, Tangerang Selatan","Ciputat, Tangerang Selatan ",-6.31107785,106.71841089195783,"Ciputat, Tangerang Selatan, Banten, Indonesia",Rp. 1.750.000.000,"Rumah Second Dengan Tanah Luas Di Pamulang Lokasi Strategis

Lokasi Sangat Strategis
Akses Jalan Lebar
Row Jalan dalam Cluster 6 Meter
Dokumen Sertifikat dan IMB sudah Pecah Per Kavling

Akses Sangat Bagus
- 5 Menit ke Universitas Pamulang
- 5 Menit ke RSIA Buah Hati/Vitalaya
- 5 Menit ke RSUD Tangerang Selatan
- 10 Menit dari Pintu Toll Serpong
- 10 Menit ke Stasiun KRL Rawabuntu
- 10 Menit ke Akses Toll Ciputat Pondok Cabe

KPR danCash

Info Lebih Lanjut Hub WA/CALL :
Ronald - Anggra Realty",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,2,2200,17 Sep 2020, 180 m², 160 m²,5,4,
"Rumah Tahap 3 Lokasi Strategis pamulang ciater, Jombang, Tangerang","Jombang, Tangerang ",-6.298455,106.7037167,"Jombang, Tangerang Selatan, Banten, 15414, Indonesia",Rp. 550.000.000,"RUMAH OMNIA HILL'S TANGSEL
Tahap 3

Rumah Murah lokasi strategis dekat pendidikan,kesehatan,transportasi umum dan pembelanjaan

Akses Strategis
3 menit rencana St MRT Babakan
3 menit Kantor Walikota Tangsel dan Superindo
5 menit RS Permata pamulang
5 menit RSIA Buah Hati
5 menit sekolah Islam Al Zahra
10 menit Lotte Mart 
10 menit Blitz Megaplex
10 menit Tol BSD Ciater
15 menit Tol Serpong/BSD
15 menit Stasiun Rawabuntu
20 menit Stasiun Sudimara

Type Rumah OMNIA HILL'S Tangsel
Luas tanah 60
Luas bangunan 50
Kamar Tidur 3
Kamar Mandi 2
1 Carport
1 Toren
1 Ac 1/2 Pk
Balkon
bagian dalam bisa di rubah(Costum)

Harga Rp 610 Juta Type 60/50 2 Lantai Nego

#pamulang #ciater #serpong #bsd #rawabuntu #pondokaren #ciputat #sudimara #bintaro #kademangan #masputing #nevelium #omniahills",Rumah,SHM - Sertifikat Hak Milik,,Baru,,2,1300,29 Dec 2020, 50 m², 60 m²,3,2,
"Rumah Tahap 3 Lokasi Strategis Nyaman pamulang ciater, BSD City, Tangerang","BSD City, Tangerang ",-6.30213665,106.64397834988091,"BSD City, Pagedangan, Tangerang, Banten, Indonesia",Rp. 550.000.000,"RUMAH OMNIA HILL'S TANGSEL
Tahap 3

Rumah Murah lokasi strategis dekat pendidikan,kesehatan,transportasi umum dan pembelanjaan

Akses Strategis
3 menit rencana St MRT Babakan
3 menit Kantor Walikota Tangsel dan Superindo
5 menit RS Permata pamulang
5 menit RSIA Buah Hati
5 menit sekolah Islam Al Zahra
10 menit Lotte Mart 
10 menit Blitz Megaplex
10 menit Tol BSD Ciater
15 menit Tol Serpong/BSD
15 menit Stasiun Rawabuntu
20 menit Stasiun Sudimara

Type Rumah OMNIA HILL'S Tangsel
Luas tanah 60
Luas bangunan 50
Kamar Tidur 3
Kamar Mandi 2
1 Carport
1 Toren
1 Ac 1/2 Pk
Balkon
bagian dalam bisa di rubah(Costum)

Harga Rp 610 Juta Type 60/50 2 Lantai Nego

#pamulang #ciater #serpong #bsd #rawabuntu #pondokaren #ciputat #sudimara #bintaro #kademangan #masputing #nevelium #omniahills",Rumah,SHM - Sertifikat Hak Milik,,Baru,,2,1300,29 Dec 2020, 50 m², 60 m²,3,2,
"Rumah Tahap 3 Lokasi Strategis Nyaman pamulang, Ciater, Tangerang","Ciater, Tangerang ",-6.3225748,106.6899346,"Ciater, Serpong, Tangerang Selatan, Banten, 15317, Indonesia",Rp. 550.000.000,"RUMAH OMNIA HILL'S TANGSEL
Tahap 3

Rumah Murah lokasi strategis dekat pendidikan,kesehatan,transportasi umum dan pembelanjaan

Akses Strategis
3 menit rencana St MRT Babakan
3 menit Kantor Walikota Tangsel dan Superindo
5 menit RS Permata pamulang
5 menit RSIA Buah Hati
5 menit sekolah Islam Al Zahra
10 menit Lotte Mart 
10 menit Blitz Megaplex
10 menit Tol BSD Ciater
15 menit Tol Serpong/BSD
15 menit Stasiun Rawabuntu
20 menit Stasiun Sudimara

Type Rumah OMNIA HILL'S Tangsel
Luas tanah 60
Luas bangunan 50
Kamar Tidur 3
Kamar Mandi 2
1 Carport
1 Toren
1 Ac 1/2 Pk
Balkon
bagian dalam bisa di rubah(Costum)

Harga Rp 610 Juta Type 60/50 2 Lantai Nego

#pamulang #ciater #serpong #bsd #rawabuntu #pondokaren #ciputat #sudimara #bintaro #kademangan #masputing #nevelium #omniahills",Rumah,SHM - Sertifikat Hak Milik,,Baru,,2,1300,29 Dec 2020, 50 m², 60 m²,3,2,
"Rumah Tinggal di Anggrek Loka BSD, Ciputat, Tangerang Selatan","Ciputat, Tangerang Selatan ",-6.31107785,106.71841089195783,"Ciputat, Tangerang Selatan, Banten, Indonesia",Rp. 2.100.000.000,"Maaf, tidak bekerja sama dengan agent lain !!! Dijual cepat Rumah Tinggal perlu renovasi yang terletak di dalam komplek perumahan Anggrek Loka, kawasan BSD City. Kondisi rumah perlu renovasi. Dekat dengan Access tol BSD-Jakarta, Pasar Modern BSD, Stasiun kereta api Rawabuntu, Mall Teras Kota, R.S. EKA, Ocean Park, Sekolah : Santa Ursula, Ora Et Labora, Al Azhar. Cocok untuk tempat tinggal karena lingkungan rumah yang aman dan nyaman. Harga masih nego sampai deal, dan pembayaran harus cash !!!",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,,1,2200,22 Nov 2020, 114 m², 250 m²,4,3,
"Rumah Tahap 3 Lokasi Strategis Nyaman, Benda, Tangerang","Benda, Tangerang ",-6.1101672,106.6861543,"Benda, Tangerang, Banten, 15125, Indonesia",Rp. 550.000.000,"RUMAH OMNIA HILL'S TANGSEL
Tahap 3

Rumah Murah lokasi strategis dekat pendidikan,kesehatan,transportasi umum dan pembelanjaan

Akses Strategis
3 menit rencana St MRT Babakan
3 menit Kantor Walikota Tangsel dan Superindo
5 menit RS Permata pamulang
5 menit RSIA Buah Hati
5 menit sekolah Islam Al Zahra
10 menit Lotte Mart 
10 menit Blitz Megaplex
10 menit Tol BSD Ciater
15 menit Tol Serpong/BSD
15 menit Stasiun Rawabuntu
20 menit Stasiun Sudimara

Type Rumah OMNIA HILL'S Tangsel
Luas tanah 60
Luas bangunan 50
Kamar Tidur 3
Kamar Mandi 2
1 Carport
1 Toren
1 Ac 1/2 Pk
Balkon
bagian dalam bisa di rubah(Costum)

Harga Rp 610 Juta Type 60/50 2 Lantai Nego

#pamulang #ciater #serpong #bsd #rawabuntu #pondokaren #ciputat #sudimara #bintaro #kademangan #masputing #nevelium #omniahills",Rumah,SHM - Sertifikat Hak Milik,,Baru,,2,1300,29 Dec 2020, 50 m², 60 m²,3,2,
"Rumah murah di puspitek@serpong Kpr 63/72 DP 10 Jt free bphtb &amp; ajb dekat kampus unpam 2 Tangerang, Serpong, Tangerang Selatan","Serpong, Tangerang Selatan ",-6.3131287,106.68073925095902,"Serpong, Tangerang Selatan, Banten, Indonesia",Rp. 874.000.000,"Di Jual Rumah di serpong@puspitek. Tersedia rumah 1 lantai dan 2 lantai. Hunian asri keluarga millenials.

Informasi survey : 085692834629(WA)

Lokasi strategis, bebas banjir, keamanan 24, one gate systim, playground children, taman bermain anak2, sport club, kolam renang dewasa dan anak anak.

Unit rumah terbatas banyak peminat nya, jangan sampai kehabisan dan harga nya naik lagi ya.

Akses transportasi :
- future MRT puspitek
- Stasiun rawabuntu
- Toll jorr bsd
- Stasiun serpong

Akses pendidikan :
- Sekolahan negri dan swasta dekat
- Kampus unpam
- Kampus ITI puspitek
- al adzhar

Akses hiburan :
- Pamulang square
- Giant pamulang
- Mall teras kota
- Mall Aeon bsd

Akses kesehatan :
- Puskesmas
- Apotik
- Klinik 24 jam
- Rs Hermina
- Rs vitalaya
- Rs Buah hati

Lokasi dari serpong lurus arah ke puspitek, ada perempatan Victor ke kanan arah kampus ITI puspitek, lurus ada perempatan muncul ke kiri, ikutin jalan ada spanduk perumahan jade park serpong 2.

Promo free : bphtb+ajb+bn sertifikat
Ayo survey ya",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,1,2,2200,06 Jan 2021, 63 m², 72 m²,3,2,1
"Rumah Tahap 3 Lokasi Strategis Nyaman, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang ",-6.1641376,106.6292473,"Dinas Pekerjaan Umum dan Penataan Ruang Tangerang, Jalan Karel S. Tubun, Koang Jaya, Karawaci, Tangerang, Banten, 15112, Indonesia",Rp. 550.000.000,"RUMAH OMNIA HILL'S TANGSEL
Tahap 3

Rumah Murah lokasi strategis dekat pendidikan,kesehatan,transportasi umum dan pembelanjaan

Akses Strategis
3 menit rencana St MRT Babakan
3 menit Kantor Walikota Tangsel dan Superindo
5 menit RS Permata pamulang
5 menit RSIA Buah Hati
5 menit sekolah Islam Al Zahra
10 menit Lotte Mart 
10 menit Blitz Megaplex
10 menit Tol BSD Ciater
15 menit Tol Serpong/BSD
15 menit Stasiun Rawabuntu
20 menit Stasiun Sudimara

Type Rumah OMNIA HILL'S Tangsel
Luas tanah 60
Luas bangunan 50
Kamar Tidur 3
Kamar Mandi 2
1 Carport
1 Toren
1 Ac 1/2 Pk
Balkon
bagian dalam bisa di rubah(Costum)

Harga Rp 610 Juta Type 60/50 2 Lantai Nego

#pamulang #ciater #serpong #bsd #rawabuntu #pondokaren #ciputat #sudimara #bintaro #kademangan #masputing #nevelium #omniahills",Rumah,SHM - Sertifikat Hak Milik,,Baru,,2,1300,29 Dec 2020, 50 m², 60 m²,3,2,
"Rumah Tahap 3 Lokasi Strategis, Bintaro, Tangerang Selatan","Bintaro, Tangerang Selatan ",-6.2999452,106.72968169628703,"Plataran Indah Bintaro, Sawah Lama, Ciputat, Tangerang Selatan, Banten, Indonesia",Rp. 550.000.000,"RUMAH OMNIA HILL'S TANGSEL
Tahap 3

Rumah Murah lokasi strategis dekat pendidikan,kesehatan,transportasi umum dan pembelanjaan

Akses Strategis
3 menit rencana St MRT Babakan
3 menit Kantor Walikota Tangsel dan Superindo
5 menit RS Permata pamulang
5 menit RSIA Buah Hati
5 menit sekolah Islam Al Zahra
10 menit Lotte Mart 
10 menit Blitz Megaplex
10 menit Tol BSD Ciater
15 menit Tol Serpong/BSD
15 menit Stasiun Rawabuntu
20 menit Stasiun Sudimara

Type Rumah OMNIA HILL'S Tangsel
Luas tanah 60
Luas bangunan 50
Kamar Tidur 3
Kamar Mandi 2
1 Carport
1 Toren
1 Ac 1/2 Pk
Balkon
bagian dalam bisa di rubah(Costum)

Harga Rp 610 Juta Type 60/50 2 Lantai Nego

#pamulang #ciater #serpong #bsd #rawabuntu #pondokaren #ciputat #sudimara #bintaro #kademangan #masputing #nevelium #omniahills",Rumah,SHM - Sertifikat Hak Milik,,Baru,,2,1300,29 Dec 2020, 50 m², 60 m²,3,2,
"Rumah siap huni...rapi terawat., BSD Delatinos, Tangerang","BSD Delatinos, Tangerang ",,,,Rp. 4.300.000.000,lokasi dkt ke sport club center....dkt ke station rawabuntu....dan pusat kuliner nusantara,Rumah,SHM - Sertifikat Hak Milik,Semi Furnished,Bagus,,2,3500,23 Jul 2020, 330 m², 250 m²,5,3,
"Rumah siap huni di The Green BSD City, Ciputat, Tangerang Selatan","Ciputat, Tangerang Selatan ",-6.31107785,106.71841089195783,"Ciputat, Tangerang Selatan, Banten, Indonesia",Rp. 2.880.000.000,"Dijual cepat rumah 2 lantai yang terletak di dalam komplek perumahan The Green cluster Monte Carlo, kawasan BSD City. Kondisi rumah dalamnya masih bagus dan semi furnish. Dekat dengan Access tol, stasiun kereta api Rawabuntu, R.S. EKA,, Mall Teras Kota, Sekolah : Santa Ursula, Ora Et Labora, Al Azhar, Cocok untuk tempat tinggal karena lingkungan rumah yang aman dan nyaman.",Rumah,SHM - Sertifikat Hak Milik,Semi Furnished,Sudah Renovasi,,2,4400,10 Sep 2020, 250 m², 180 m²,3,3,
"Rumah murah di puspitek@serpong Kpr 39/108 Dp 5 Jt free bphtb &amp; ajb samping Rs Hermina Tangerang, Serpong, Tangerang Selatan","Serpong, Tangerang Selatan ",-6.3131287,106.68073925095902,"Serpong, Tangerang Selatan, Banten, Indonesia",Rp. 880.000.000,"Di Jual Rumah di serpong@puspitek. Tersedia rumah 1 lantai dan 2 lantai. Hunian asri keluarga millenials.

Informasi survey : 085692834629(WA)

Lokasi strategis, bebas banjir, keamanan 24, one gate systim, playground children, taman bermain anak2, sport club, kolam renang dewasa dan anak anak.

Unit rumah terbatas banyak peminat nya, jangan sampai kehabisan dan harga nya naik lagi ya.

Akses transportasi :
- future MRT puspitek
- Stasiun rawabuntu
- Toll jorr bsd
- Stasiun serpong

Akses pendidikan :
- Sekolahan negri dan swasta dekat
- Kampus unpam
- Kampus ITI puspitek
- al adzhar

Akses hiburan :
- Pamulang square
- Giant pamulang
- Mall teras kota
- Mall Aeon bsd

Akses kesehatan :
- Puskesmas
- Apotik
- Klinik 24 jam
- Rs Hermina
- Rs vitalaya
- Rs Buah hati

Lokasi dari serpong lurus arah ke puspitek, ada perempatan Victor ke kanan arah kampus ITI puspitek, lurus ada perempatan muncul ke kiri, ikutin jalan ada spanduk cluster jade park serpong 2.

Promo bulan ini free biaya, bphtb, ajb, bn sertifika",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,1,1,1300,06 Jan 2021, 39 m², 108 m²,2,1,1
"Rumah bagus 4 kamar 2 lantai villa melati mas bsd serpong tanah luas murah, alam sutera, gading serpong, tangerang selatan, BSD Villa Melati Mas, Tangerang","BSD Villa Melati Mas, Tangerang ",,,,Rp. 2.150.000.000,"Dijual cepat rumah 4 kamar 2 lantai villa Melati Mas, alam sutera, BSD - serpong, tangerang selatan
lokasi strategis, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah
Dekat dengan :
* Akses langsung dari jalan raya serpong
* Dekat Akses tol jelupang alam sutera
* Dekat pusat perbelanjaan Giant Melati Mas, WTC serpong, Plaza BSD, Living world alam sutera, Transmart Graha raya Mall Alam sutera
* Dekat Rs OMNI Hospitals Alam sutera, Rs islam Asshobirin, Rs permata ibu, Rs Bethsaida Rs Medika BSD 
* Dekat Sekolah Athalia, Ar rahmaniyah, Al azhar, Santa laurensia, Candle tree school dll.
* Dekat akses bus Transjakarta Serpong Juanda
* 15 menit ke stasiun krl rawabuntu
.
Spesifikasi sesuai iklan
sertifikasi SHM
Cara bayar CASH ONLY
Jual cepat aja bosque . . . Minat langsung check unit
DIJAMIN HARGA TERMURAH!
.
Informasi harga dan check unit
Call / Wa : 081297131397
IG : @tradingproperticom
Website : www.tradingproperti.com",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus Sekali,1,2,2200,20 Aug 2020, 170 m², 136 m²,4,4,2
"Rumah mewah 7 kamar 2 lantai furnished bukit terrace golf bsd serpong murah, alam sutera, gading serpong, serpong utara, tangerang selatan, BSD City, Tangerang","BSD City, Tangerang ",-6.30213665,106.64397834988091,"BSD City, Pagedangan, Tangerang, Banten, Indonesia",Rp. 7.500.000.000,"Dijual cepat rumah 7 kamar 2 lantai Bukit Terrace Golf BSD - serpong, alam sutera, gading serpong tangerang selatan
lokasi strategis, security + cctv 24jam, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah
Dekat dengan :
* Akses langsung jalan boulevard bsd
* Selangkah ke exit tol BSD dan Mall Teras kota 
* Dekat pusat perbelanjaan Mall AEON BSD, BSD Plaza, ITC BSD, pasar modern bsd, pasar intermoda bsd dll.
* Dekat Rs Medika , Eka Hospital, Bethsaida hospital, Rs St carolus summarecon serpong dll. 
* Dekat Sekolah Al azhar, santa ursula, Ehipassiko school bsd, Jakarta Nanyang school, sinarmas world academy dll
* Dekat Universitas prasetiya mulya, atmajaya dll
* Selangkah ke stasiun rawabuntu
.
Spesifikasi sesuai iklan
sertifikasi SHM
Cara bayar CASH ONLY
Jual cepat aja bosque . . . Minat langsung check unit
DIJAMIN HARGA TERMURAH!
.
Informasi harga dan check unit
Call / Wa : 081297131397
www.tradingproperti.com",Rumah,SHM - Sertifikat Hak Milik,Furnished,Bagus Sekali,1,2,5500,20 Aug 2020, 400 m², 519 m²,7,7,5
"rumah murah dan cantik di delatinos, BSD Delatinos, Tangerang","BSD Delatinos, Tangerang ",,,,Rp. 1.650.000.000,lokasi strategis di cluster aman nyaman 24 jam. Lokasi dekat tol jorr dan stasiun rawabuntu,Rumah,SHM - Sertifikat Hak Milik,Semi Furnished,Bagus,,2,3300,01 Oct 2020, 120 m², 112 m²,3,2,
"Rumah 3 kamar 2 lantai Delatinos bsd serpong tanah luas paling murah 050920 , alam sutera, gading serpong, serpong utara, tangerang selatan, BSD Delatinos, Tangerang","BSD Delatinos, Tangerang ",,,,Rp. 4.300.000.000,"Dijual cepat 2 rumah gandeng 6 kamar 2 lantai Delatinos BSD - serpong, alam sutera, gading serpong tangerang selatan - (050920)
lokasi strategis, security + cctv 24jam, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah
Dekat dengan :
* Akses langsung jalan raya serpong
* Selangkah ke exit tol BSD dan Convention hall ICE BSD
* Dekat pusat perbelanjaan Mall AEON BSD, BSD Plaza, ITC BSD, pasar modern bsd, pasar intermoda bsd dll.
* Dekat Rs Medika , Eka Hospital, Bethsaida hospital, Rs St carolus summarecon serpong dll. 
* Dekat Sekolah Al azhar, santa ursula, Ehipassiko school bsd, Jakarta Nanyang school, sinarmas world academy dll
* Dekat Universitas prasetiya mulya, atmajaya dll
* Selangkah ke stasiun rawabuntu
.
Spesifikasi sesuai iklan
sertifikasi PPJB
Cara bayar CASH ONLY
Jual cepat aja bosque . . . Minat langsung check unit
DIJAMIN HARGA TERMURAH!
.
Informasi harga dan check unit
Call / Wa : 081297131397
www.tradingproperti.com",Rumah,"Lainnya(PPJB, Girik, Adat, dll)",Unfurnished,Bagus,1,2,2200,10 Sep 2020, 340 m², 267 m²,3,3,12
"Rumah gandeng 6 kamar 2 lantai delatios bsd serpong tanah luas paling murah, alam sutera, gading serpong, serpong utara, tangerang selatan, BSD Delatinos, Tangerang","BSD Delatinos, Tangerang ",,,,Rp. 8.250.000.000,"Dijual cepat 2 rumah gandeng 6 kamar 2 lantai Delatinos BSD - serpong, alam sutera, gading serpong tangerang selatan - (050920)
lokasi strategis, security + cctv 24jam, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah
Dekat dengan :
* Akses langsung jalan raya serpong
* Selangkah ke exit tol BSD dan Convention hall ICE BSD
* Dekat pusat perbelanjaan Mall AEON BSD, BSD Plaza, ITC BSD, pasar modern bsd, pasar intermoda bsd dll.
* Dekat Rs Medika , Eka Hospital, Bethsaida hospital, Rs St carolus summarecon serpong dll. 
* Dekat Sekolah Al azhar, santa ursula, Ehipassiko school bsd, Jakarta Nanyang school, sinarmas world academy dll
* Dekat Universitas prasetiya mulya, atmajaya dll
* Selangkah ke stasiun rawabuntu
.
Spesifikasi sesuai iklan
BELI SATUAN JUGA BISA
sertifikasi PPJB
Cara bayar CASH ONLY
Jual cepat aja bosque . . . Minat langsung check unit
DIJAMIN HARGA TERMURAH!
.
Informasi harga dan check unit
Call / Wa : 081297131397
www.tradingproperti.com",Rumah,"Lainnya(PPJB, Girik, Adat, dll)",Semi Furnished,Bagus Sekali,1,2,5500,10 Sep 2020, 710 m², 634 m²,6,5,5
"Rumah 4 kamar 2 lantai serpong natura city bsd serpong tanah luas murah, alam sutera, gading serpong, serpong utara, tangerang selatan, Serpong, Tangerang Selatan","Serpong, Tangerang Selatan ",-6.3131287,106.68073925095902,"Serpong, Tangerang Selatan, Banten, Indonesia",Rp. 1.450.000.000,"Dijual cepat rumah 4 kamar 2 lantai serpong natura city BSD - serpong, alam sutera, gading serpong tangerang selatan
lokasi strategis, security + cctv 24jam, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah
Dekat dengan :
* Akses langsung jalan raya serpong
* Selangkah ke exit tol BSD dan Convention hall ICE BSD
* Dekat pusat perbelanjaan Mall AEON BSD, BSD Plaza, ITC BSD, pasar modern bsd, pasar intermoda bsd dll.
* Dekat Rs Medika , Eka Hospital, Bethsaida hospital, Rs St carolus summarecon serpong dll. 
* Dekat Sekolah Al azhar, santa ursula, Ehipassiko school bsd, Jakarta Nanyang school, sinarmas world academy dll
* Dekat Universitas prasetiya mulya, atmajaya dll
* Selangkah ke stasiun rawabuntu
.
Spesifikasi sesuai iklan
sertifikasi PPJB
Cara bayar CASH ONLY
Jual cepat aja bosque . . . Minat langsung check unit
DIJAMIN HARGA TERMURAH!
.
Informasi harga dan check unit
Call / Wa : 081297131397
www.tradingproperti.com",Rumah,"Lainnya(PPJB, Girik, Adat, dll)",Unfurnished,Bagus Sekali,1,2,2200,20 Aug 2020, 120 m², 120 m²,4,3,1
"Rumah 2 Lantai di Anggrek Loka BSD, Ciputat, Tangerang Selatan","Ciputat, Tangerang Selatan ",-6.31107785,106.71841089195783,"Ciputat, Tangerang Selatan, Banten, Indonesia",Rp. 2.000.000.000,"Dijual cepat rumah 2 lantai yang terletak di dalam komplek perumahan Anggrek Loka, kawasan BSD City. Kondisi rumah masih bagus rapih walaupun rumah lama. Dekat dengan Access tol BSD-Jakarta, Stasiun kereta api Rawabuntu, Pasar Modern BSD, R.S. EKA, Mall Teras Kota, Sekolah : Santa Ursula, Ora Et Labora,, Al Azhar. Cocok untuk tempat tinggal karena lingkungan rumah yang aman dan nyaman serta lokasi mudah dijangkau.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,2,1300,18 Nov 2020, 100 m², 150 m²,3,2,
